ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100109,2026-03-25 15:00:00,WhatsApp,Portugal,Booking Issue,pricing mismatch,Low,Resolved,34,8.58,5.0,Guest Support,0,Ticket about pricing mismatch. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100110,2026-03-20 03:00:00,Email,Mexico,Account Access,2fa issue,Medium,Resolved,167,5.37,4.2,Payments Desk,1,Ticket about 2fa issue. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100111,2026-02-27 13:00:00,Email,US,Account Access,2fa issue,Urgent,Resolved,97,0.83,4.3,Tier 2,1,Ticket about 2fa issue. Customer contacted via Email in US. Priority urgent. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100112,2025-11-24 01:00:00,Email,Brazil,Check-in Problem,host unavailable,Medium,Resolved,116,8.15,4.1,Tier 1,1,Ticket about host unavailable. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100113,2026-03-07 12:00:00,Chat,Portugal,Booking Issue,pricing mismatch,Urgent,Resolved,8,5.59,4.5,Payments Desk,0,Ticket about pricing mismatch. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100114,2026-02-19 19:00:00,Chat,Portugal,Cancellation,host cancellation,Medium,Resolved,15,8.19,4.4,Guest Support,0,Ticket about host cancellation. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100115,2026-03-23 11:00:00,Email,Spain,Account Access,password reset,High,Pending,127,2.28,3.5,Payments Desk,1,Ticket about password reset. Customer contacted via Email in Spain. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100116,2026-03-23 07:00:00,Phone,Spain,Check-in Problem,late check-in,High,Resolved,9,1.91,3.2,Host Support,0,Ticket about late check-in. Customer contacted via Phone in Spain. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100117,2025-11-20 17:00:00,WhatsApp,Spain,Cancellation,policy dispute,Medium,Escalated,28,9.53,4.4,Host Support,0,Ticket about policy dispute. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100118,2026-03-05 10:00:00,Chat,Brazil,Check-in Problem,late check-in,Medium,Pending,24,7.89,4.1,Host Support,0,Ticket about late check-in. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100119,2025-10-15 21:00:00,WhatsApp,Portugal,Check-in Problem,host unavailable,Medium,Resolved,34,3.79,4.2,Tier 2,0,Ticket about host unavailable. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100120,2026-03-19 01:00:00,Phone,US,Booking Issue,duplicate booking,High,Resolved,7,8.36,3.6,Guest Support,0,Ticket about duplicate booking. Customer contacted via Phone in US. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100121,2026-03-05 23:00:00,Chat,Portugal,Booking Issue,pricing mismatch,High,Open,17,11.02,4.1,Tier 1,0,Ticket about pricing mismatch. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100122,2026-03-10 06:00:00,WhatsApp,US,Check-in Problem,access code not working,High,Pending,33,6.62,3.9,Guest Support,0,Ticket about access code not working. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100123,2026-02-07 17:00:00,WhatsApp,Brazil,Check-in Problem,host unavailable,Low,Resolved,45,7.53,4.3,Payments Desk,0,Ticket about host unavailable. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100124,2025-12-17 15:00:00,WhatsApp,US,Account Access,password reset,High,Resolved,22,3.45,4.5,Tier 1,0,Ticket about password reset. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100125,2026-03-01 10:00:00,Phone,US,Refund Request,refund denied,Low,Escalated,16,24.61,4.3,Payments Desk,1,Ticket about refund denied. Customer contacted via Phone in US. Priority low. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100126,2026-01-31 08:00:00,Chat,Mexico,Check-in Problem,access code not working,Medium,Resolved,14,7.92,4.3,Tier 2,0,Ticket about access code not working. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100127,2025-11-28 00:00:00,WhatsApp,Brazil,Refund Request,refund delay,High,Resolved,48,13.52,2.9,Guest Support,1,Ticket about refund delay. Customer contacted via WhatsApp in Brazil. Priority high. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100128,2025-11-18 20:00:00,Phone,Portugal,Refund Request,partial refund,Medium,Resolved,8,13.33,3.1,Host Support,1,Ticket about partial refund. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100129,2026-01-07 04:00:00,Chat,US,Account Access,account locked,Medium,Resolved,14,4.33,4.4,Guest Support,0,Ticket about account locked. Customer contacted via Chat in US. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100130,2026-01-11 02:00:00,Phone,Portugal,Account Access,2fa issue,High,Resolved,13,5.49,3.8,Host Support,0,Ticket about 2fa issue. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100131,2026-03-14 22:00:00,WhatsApp,Brazil,Booking Issue,duplicate booking,Medium,Resolved,27,10.08,3.3,Payments Desk,0,Ticket about duplicate booking. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100132,2025-10-08 11:00:00,Phone,US,Account Access,2fa issue,Medium,Resolved,14,6.59,3.9,Tier 1,0,Ticket about 2fa issue. Customer contacted via Phone in US. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100133,2026-03-19 13:00:00,Phone,Mexico,Check-in Problem,late check-in,High,Pending,4,8.08,4.1,Tier 2,0,Ticket about late check-in. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100134,2025-11-03 03:00:00,Email,Spain,Account Access,account locked,High,Resolved,162,0.5,3.4,Payments Desk,1,Ticket about account locked. Customer contacted via Email in Spain. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100135,2025-11-14 20:00:00,Phone,Portugal,Booking Issue,payment failure,Low,Resolved,12,11.35,3.9,Guest Support,0,Ticket about payment failure. Customer contacted via Phone in Portugal. Priority low. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100136,2026-02-02 21:00:00,Phone,Mexico,Payment & Card,double charge,Medium,Escalated,11,11.65,4.1,Host Support,0,Ticket about double charge. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100137,2026-01-09 17:00:00,Email,Portugal,Account Access,2fa issue,Urgent,Resolved,102,3.93,4.7,Tier 2,1,Ticket about 2fa issue. Customer contacted via Email in Portugal. Priority urgent. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100138,2026-02-13 15:00:00,Email,Portugal,Payment & Card,chargeback,Low,Resolved,135,14.12,3.9,Host Support,1,Ticket about chargeback. Customer contacted via Email in Portugal. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100139,2026-02-03 19:00:00,Phone,Brazil,Account Access,account locked,Medium,Resolved,10,2.35,5.0,Payments Desk,0,Ticket about account locked. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100140,2025-11-06 23:00:00,WhatsApp,US,Account Access,password reset,Medium,Open,36,6.59,4.2,Payments Desk,0,Ticket about password reset. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100141,2025-12-15 13:00:00,WhatsApp,Spain,Account Access,password reset,High,Resolved,47,7.26,4.0,Tier 1,0,Ticket about password reset. Customer contacted via WhatsApp in Spain. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100142,2025-10-13 16:00:00,Email,US,Check-in Problem,access code not working,Medium,Resolved,174,7.42,4.6,Host Support,1,Ticket about access code not working. Customer contacted via Email in US. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100143,2026-03-04 20:00:00,WhatsApp,Brazil,Check-in Problem,host unavailable,High,Resolved,21,6.61,4.9,Host Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Brazil. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100144,2025-11-03 19:00:00,WhatsApp,Spain,Cancellation,policy dispute,Low,Resolved,28,9.9,2.8,Host Support,0,Ticket about policy dispute. Customer contacted via WhatsApp in Spain. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100145,2026-03-01 18:00:00,Email,Spain,Refund Request,partial refund,Medium,Open,130,19.58,3.9,Payments Desk,1,Ticket about partial refund. Customer contacted via Email in Spain. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100146,2025-10-21 16:00:00,Chat,US,Cancellation,host cancellation,Urgent,Escalated,12,10.58,3.2,Tier 1,0,Ticket about host cancellation. Customer contacted via Chat in US. Priority urgent. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100147,2025-12-12 09:00:00,Email,US,Account Access,account locked,High,Resolved,59,3.28,4.5,Tier 2,0,Ticket about account locked. Customer contacted via Email in US. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100148,2025-12-10 01:00:00,Chat,Brazil,Booking Issue,pricing mismatch,Medium,Pending,17,4.45,4.1,Payments Desk,0,Ticket about pricing mismatch. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100149,2025-11-20 08:00:00,Phone,Mexico,Payment & Card,card declined,Urgent,Resolved,3,11.27,4.5,Tier 2,0,Ticket about card declined. Customer contacted via Phone in Mexico. Priority urgent. Suggested root cause: card declined. Recommended action: expedite specialist review.
TCK-100150,2025-11-07 12:00:00,Chat,US,Account Access,password reset,Medium,Resolved,13,2.87,3.5,Guest Support,0,Ticket about password reset. Customer contacted via Chat in US. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100151,2026-01-19 12:00:00,Phone,US,Booking Issue,duplicate booking,Low,Resolved,12,13.35,3.5,Tier 1,1,Ticket about duplicate booking. Customer contacted via Phone in US. Priority low. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100152,2025-10-22 16:00:00,Phone,Brazil,Cancellation,host cancellation,Medium,Resolved,11,8.83,3.6,Tier 2,0,Ticket about host cancellation. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100153,2025-10-15 19:00:00,Phone,Portugal,Account Access,account locked,High,Resolved,8,1.12,3.8,Host Support,0,Ticket about account locked. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100154,2026-02-15 02:00:00,Email,Portugal,Cancellation,policy dispute,High,Resolved,77,12.82,4.2,Tier 1,1,Ticket about policy dispute. Customer contacted via Email in Portugal. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100155,2026-01-18 22:00:00,Email,Mexico,Payment & Card,card declined,Medium,Pending,115,14.47,3.4,Guest Support,1,Ticket about card declined. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100156,2026-01-19 23:00:00,Phone,Portugal,Cancellation,policy dispute,Medium,Resolved,9,11.35,4.7,Tier 1,0,Ticket about policy dispute. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100157,2025-12-13 09:00:00,Chat,Portugal,Cancellation,host cancellation,Medium,Resolved,15,8.73,4.0,Host Support,0,Ticket about host cancellation. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100158,2025-11-02 10:00:00,Phone,Spain,Check-in Problem,access code not working,Medium,Resolved,4,2.67,5.0,Host Support,0,Ticket about access code not working. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
